,0
2358," TO37 B3000158 B
B3092358 B
2358.	Many a mightier pen than mine has extolled the virtues of the pastoral scene, but no writer could be so truly passionate as I regarding the joys of rural living. I delight in the lowing of the cattle, which blends melodiously with the clanging of the bells at their necks. I am rapturous over the vast expanses of wildflowers and the butterflies that fill the air. Not for me are the crowded paths and knickknack shops of the metropolis! No, I crave the fresh air and quiet peace just as much as the verdant vine craves the sun against its leaves.

The author most likely wrote the passage in order to

A.	malign city dwellers.
B.	celebrate country living.
C.	compare various lifestyles.
D.	describe a specific location.
"
2359," TO37 B3000159 B
B3092359 B
2359.	The extraordinary tale of Walter Henness begins, not with the event of his birth, but rather a little later in his life, after the trials and tribulations of early childhood had come and gone. Indeed, it was on the eve of his seventeenth birthday that Walter uncovered the mysteries of the heirloom that rested in the old wooden box tucked away in his father’s closet. This heirloom—an ancient journal—was reputed to be a relic of great significance and was further said to be the basis for generations of health and prosperity among members of the Henness family. Legend had it that if the journal ever left the family, disaster would ensue. When Walter inherited the heirloom, it changed his life dramatically—he went from being a carefree adolescent to being a young man who assumes great responsibility.

The author most likely wrote the passage in order to

A.	explain the power of the heirloom.
B.	recount a milestone in Walter’s life.
C.	unravel the mystery of the heirloom.
D.	describe the events of Walter’s birthday.
"
2360," TO37 A1000160 C
A1092360 C
2360.	My brother Mateo began working from home after his daughter was born last year. He had several reasons for making the transition from his high-rise office to his home office, but the main reason was so that he could spend more time with his family. When he approached his employer about working from home, Mateo cited statistics that supported the advantages of telecommuting. According to his research, a growing number of employees regularly work from home, and studies indicate that telecommuting can increase overall productivity and lead to higher rates of job satisfaction. Mateo’s employers were impressed with his research, and decided to give him the opportunity to work from home for one year. Since starting remote work, Mateo’s productivity has indeed increased; plus, he saves money and helps the environment by not driving to work each day.

According to the passage, Mateo began working from home primarily to 

A.	feel more satisfied with his job.
B.	increase his overall productivity.
C.	spend more time with his family.
D.	do his part to help the environment.
"
2361," TO37 A1000161 A
A1092361 A
2361.	My cat Riley is one of many pets who dislike trips to the veterinarian. Nevertheless, I have learned a few tricks that make these visits less stressful. First of all, I recommend finding a veterinarian who makes your pet feel as relaxed and secure as possible. For example, my vet speaks in a soothing tone and handles Riley gently throughout the exam. In preparation for the visit, it helps to line the pet carrier with old towels to add comfort and surround your pet with familiar scents. It’s also a good idea to leave the carrier in plain view at home so that it becomes a natural part of your pet’s environment. I’ve found that getting Riley out of a soft-sided carrier once we arrive at the vet’s office is nearly impossible. A hard-sided carrier makes that process much easier because it can be taken apart. Lastly, you can also help calm your pet by playing soothing music during the drive to the vet’s office.

According to the passage, the author recommends using a hard-sided pet carrier because it

A.	can be taken apart.
B.	is more comfortable.
C.	provides more security.
D.	can be transported more easily.
"
2362," TO37 A2000162 C
A2092362 C
2362.	My brother Jamal insists that handwritten letters are an outdated mode of communication, but I still send him such letters anyway. He insists that corresponding via e-mail or text is faster and more efficient. While I can’t argue with that, I still like to sit down with pen and paper. When I get a response from my brother via the postal service, it makes me feel especially appreciated because, despite his preference for technology, he sat down and composed a handwritten letter to me. While most people today connect using technology, it’s clear that, when Jamal and I send and receive letters to each other, we are engaging in meaningful correspondence.

Based on the passage, which of the following statements is correct?

A.	The narrator is intimidated by the technology Jamal uses.
B.	Jamal prefers the privacy of electronic messages.
C.	Jamal’s letters make the narrator feel valued.
D.	The narrator is more thoughtful than Jamal.
"
2363," TO37 A1000163 C
A1092363 C
2363.	For as long as she could remember, Nadia wanted to be an automotive mechanic. When Nadia was ten, she learned how to change the oil and replace an air filter, and by age eleven she was performing many of the regular maintenance tasks on the family car by herself. While in junior high school, Nadia gained more hands-on experience when she helped her older brother rebuild an internal combustion engine. Currently, she is pursuing an associate’s degree in automotive technology. She aced the course on automotive electrical systems and is looking forward to studying suspension systems next quarter. However, she is particularly skilled when it comes to diagnosing transmission problems, and she plans to make that her specialty. Nadia’s friends and family support her career aspirations and are more than happy to have her work on their cars to gain more experience in the trade.

Based on the passage, Nadia is currently especially skilled at

A.	repairing suspension systems.
B.	performing regular maintenance.
C.	diagnosing transmission problems.
D.	rebuilding internal combustion engines.
"
2364," TO37 A3000164 D
A3092364 D
2364.	Nutmeg is a surprisingly versatile ingredient that can add a sweet, nutty flavor to desserts, breads, entrées, and side dishes. Give sautéed spinach a new twist by adding a little nutmeg and garlic. To prepare this dish, begin by heating a tablespoon of olive oil in a large skillet over medium high heat. Next, add one clove of minced garlic and sauté for about thirty seconds. Then, gradually introduce one pound of baby spinach to the skillet, incorporating more as the leaves begin to wilt. Finally, stir in an eighth teaspoon of freshly grated nutmeg and then add a pinch of salt. When the spinach is tender, turn off the heat and serve immediately.

Based on the passage, what should a person do just before adding the nutmeg?

A.	add the salt
B.	sauté the garlic
C.	heat the olive oil
D.	introduce the spinach
"
2365," TO37 A3000165 A
A3092365 A
2365.	Portobello mushroom quesadillas offer a simple, satisfying entrée or snack for vegetarians and mushroom enthusiasts alike. These quesadillas can be prepared by following a few easy steps. Begin by brushing four medium-sized portobello mushroom caps with a tablespoon of olive oil. Next, season the mushrooms with salt and pepper. Grill over a medium-hot grill for about three minutes on each side until they are tender. Remove the mushrooms from the grill and cut them into thin slices. Then, lightly brush one side of eight flour tortillas with olive oil. Place four of the tortillas, oiled side down, on the grill and top with the mushrooms and about a half cup of grated pepper jack cheese. Place the remaining tortillas, oiled side up, on top to form four sandwiches. Grill the quesadillas for a few minutes on each side, and serve them with a green salad or vegetable dish.

Based on the passage, what should a person do just after removing the mushrooms from the grill?

A.	Cut the mushrooms into thin slices.
B.	Brush the mushrooms with olive oil.
C.	Place the mushrooms on top of the tortillas.
D.	Season the mushrooms with salt and pepper.
"
2366," TO37 B1000166 D
B1092366 D
2366.	The following excerpt is from Through the Magic Door by Sir Arthur Conan Doyle (1907).

Reading is made too easy nowadays, with cheap paper editions and free libraries. A man does not appreciate at its full worth the thing that comes to him without effort. Who now ever gets the thrill which Carlyle felt when he hurried home with the six volumes of Gibbon's “History” under his arm, his mind just starving for want of food, to devour them at the rate of one a day? A book should be your very own before you can really get the taste of it, and unless you have worked for it, you will never have the true inward pride of possession.

Based on the passage, the view of the narrator is that

A.	people should read more books.
B.	books should be chosen carefully.
C.	good books are food for the mind.
D.	purchased books have greater value.
"
2367," TO37 B3000167 D
B3092367 D
2367.	The following excerpt is from The Writings of John Burroughs, Volume 5: Pepacton by John Burroughs (1921).

A man who came back to the place of his birth in the East, after an absence of a quarter of a century in the West, said the one thing he most desired to see about the old homestead was the spring. This, at least, he would find unchanged. Here his lost youth would come back to him. The faces of his father and mother he might not look upon; but the face of the spring, that had mirrored theirs and his own so oft, he fondly imagined would beam on him as of old. I can well believe that, in that all but springless country in which he had cast his lot, the vision, the remembrance, of the fountain that flowed by his father’s doorway, so prodigal of its precious gifts, had awakened in him the keenest longings and regrets.

Which of the following is most likely the man’s motivation to return to the spring at the old homestead?

A.	to satisfy his curiosity about his birthplace
B.	to put to rest memories of his childhood
C.	to compare its reality to his memory
D.	to visit a symbol of a happier time
"
2368," TO37 B1000168 D
B1092368 D
2368.	The following excerpt is from Dream Days by Kenneth Grahame (1902).

In the long winter evenings, when we had the picture-books out on the floor, and sprawled together over them with elbows deep in the hearth-rug, the first business to be gone through was the process of allotment. All the characters in the pictures had to be assigned and dealt out among us, according to seniority, as far as they would go. When once that had been satisfactorily completed, the story was allowed to proceed; and thereafter, in addition to the excitement of the plot, one always possessed a personal interest in some particular member of the cast, whose successes or rebuffs one took as so much private gain or loss.

The passage suggests that each child would 

A.	be able to choose a character.
B.	choose the character most like themselves.
C.	act out the role of the character assigned to them.
D.	feel the emotions of the character assigned to them.
"
2369," TO37 B3000169 B
B3092369 B
2369.	Music, dance, theater, and visual arts are the favorite school subjects of many students, and these classes are also crucial to students’ personal and academic development. Unfortunately, many public schools offer few opportunities for students to engage deeply in the fine arts. Policy makers need to be made aware of research that has found a correlation between students’ participation in fine arts classes and better discipline, attendance, graduation rates, and higher test scores. Moreover, access to art classes in high school was found to markedly increase a student’s likelihood of earning a college degree. However, the true value of arts education cannot be quantified with research studies and statistics alone. All students should have the chance to participate in fine arts classes so that they may develop as well-rounded individuals and succeed academically.

The author of the passage is most likely trying to

A.	persuade students to take fine arts education classes.
B.	argue for widespread fine arts education in schools.
C.	defend the research into fine arts education.
D.	criticize the quality of fine arts education.
"
2370," TO37 A1000170 B
A1092370 B
2370.	As with many agencies, the U.S. Food and Drug Administration (FDA) has undergone changes to its name, function, and parent agency over the years in accordance with changes to the laws it regulates. Although it started out as the Division of Chemistry under the auspices of the Department of Agriculture in 1862, the modern era of what is now known as the FDA dates back to 1906, when the Pure Food and Drugs Act was signed into law. This act prohibited the sale of adulterated or misbranded foods, beverages, and medications. In 1927, the agency was renamed the Food, Drug, and Insecticide Administration. That name was shortened to the Food and Drug Administration in 1930, the title used today. The FDA’s parent agency changed in 1940, when the FDA was moved to the Federal Security Agency. In 1953, the FDA again was transferred, this time to the Department of Health, Education, and Welfare (HEW). Further changes to HEW led to the FDA’s current home, the Department of Health and Human Services, in 1980.

According to the passage, in what year did the FDA acquire its current name?

A.	1927
B.	1930
C.	1940
D.	1953
"
2371," TO37 A1000171 C
A1092371 C
2371.	Veterans Day, originally known as Armistice Day, is celebrated in the United States on November 11. The first Armistice Day was held November 11, 1919 at the behest of President Woodrow Wilson to mark the first anniversary of the end of World War I. Although the official end of World War I took place on June 28, 1919 with the signing of the Treaty of Versailles, combat ceased seven months earlier when the formal end of hostilities went into effect on the eleventh hour of the eleventh day of the eleventh month of 1918. In 1938, Congress passed legislation that officially declared Armistice Day a federal holiday. Later, in 1954, the name was changed from Armistice Day to Veterans Day to honor all those who served in the U.S. Armed Forces.

According to the passage, in what year was Armistice Day officially declared a federal holiday?

A.	1918
B.	1919
C.	1938
D.	1954
"
2372," TO37 A2000172 C
A2092372 C
2372.	The following excerpt is from Three Men in a Boat (To Say Nothing of the Dog) by Jerome K. Jerome (1889).

For myself, I have discovered an excellent preventive against seasickness, in balancing myself. You stand in the center of the deck, and, as the ship heaves and pitches, you move your body about, so as to keep it always straight. When the front of the ship rises, you lean forward, till the deck almost touches your nose; and when its back end gets up, you lean backwards. This is all very well for an hour or two; but you can’t balance yourself for a week.

In the passage, the author writes that balancing oneself against the movements of the ship to avoid seasickness

A.	involves lying down in the center of the deck.
B.	involves touching one’s nose to the deck.
C.	is effective for one or two hours.
D.	is effective for almost a week.
"
2373," TO37 A2000173 A
A2092373 A
2373.	When Morgan was ready to assume the responsibility of dog ownership, she decided to visit the local animal shelter. Morgan had heard that senior dogs are often overlooked in favor of puppies, so she resolved to find a more mature companion to adopt. Walking through the halls of the shelter, Morgan saw dogs of all sizes, ages, breeds, and temperaments, but she could not find one that she felt comfortable with. Finally, just as she was about to leave, Morgan noticed a medium-sized dog in a kennel outside. This seven-year-old spaniel mix was named Ginger, and her favorite activities included fetch and tug-of-war. After receiving permission, Morgan was allowed to take Ginger out on a leash. It wasn’t long before Morgan could tell that she and this canine would make great companions, so she filled out an adoption application, and because Ginger was up-to-date on her vaccinations, Morgan was able to take her home the next day.

According to the passage, Morgan arrived at the shelter seeking a dog that was

A.	older.
B.	trained.
C.	playful.
D.	vaccinated.
"
2374," TO37 A3000174 B
A3092374 B
2374.	Rashida had recently relocated to Colorado and was interested in exploring some of the hiking trails near her new home. Before selecting a trail, she had to decide how far she wanted to hike, and she ultimately settled on fifteen miles over two days as a realistic goal. Next, Rashida consulted her topographic map and studied her guidebook to narrow down the options. After finding a trail that offered moderate inclines, beautiful views, and was regularly traveled, she set a date for her trek. After that, she made a detailed itinerary and gave copies of it to a few friends in case of an emergency. A week before her trip, she tested out all of her gear during several day hikes. Finally, on the evening before her departure, she packed everything in her backpack, laid out her hiking clothes, and got plenty of sleep. The next morning, she woke up early, drove to the trailhead, and set out on her outdoor adventure.

Based on the passage, what happened immediately before Rashida tested her gear?

A.	She consulted her topographic map.
B.	She gave her itinerary to a few friends.
C.	She packed everything in her backpack.
D.	She decided how far she wanted to hike.
"
2375," TO37 A3000175 B
A3092375 B
2375.	Donte needed to buy holiday gifts for several friends and family members and wanted his shopping trip to be as efficient as possible. He decided that the first thing he needed to do was to record the names of the gift recipients. Next to each person’s name, he jotted down a couple of specific gift ideas. Once he had this information written down, he made a list of all of the stores that he wanted to visit, and then he mapped out his driving route before leaving the house. Thanks to these useful tricks, Donte was able to complete all of his holiday shopping in one day, leaving the evening free to research creative gift-wrapping ideas.

Based on the passage, what happened immediately before Donte made a list of stores to visit?

A.	He mapped out his driving route.
B.	He jotted down specific gift ideas.
C.	He researched ideas for wrapping the gifts.
D.	He recorded the names of the gift recipients.
"
2376," TO37 A3000176 B
A3092376 B
2376.	Warm apple scones are perfect with tea on a chilly morning. To prepare these scones, begin by combining two peeled and diced apples, one teaspoon of cinnamon, and one tablespoon of sugar in a small bowl and set aside. Then, in a large bowl, combine the remaining dry ingredients: two cups of flour, three tablespoons of sugar, three teaspoons of baking powder, and a half teaspoon of salt. Stir the zest of one orange into the ingredients in the large bowl. Then, add the apple mixture and one cup of whipping cream, stirring gently. Knead the dough by hand until just combined. Divide the dough into two sections, pat each section into round shapes, and cut each round into eighths. Then place each piece on a greased cookie sheet. Bake for nine to eleven minutes and let cool slightly before enjoying. 

Based on the passage, what should be done just after combining the dry ingredients in the large bowl?

A.	Knead the dough.
B.	Stir in the orange zest.
C.	Add the whipping cream.
D.	Prepare the apple mixture.
"
2377," TO37 A3000177 D
A3092377 D
2377.	Tony wanted a fun outfit to wear to his friend’s 1960s-themed party, so he decided to resist-dye (tie-dye) a freshly washed white t-shirt. First, Tony prepared the fixer water—a combination of sodium carbonate and warm water—and soaked the t-shirt in the fixer water for about ten minutes. Next, he wrung the t-shirt out in the sink, twisted it into a spiral, and secured it with rubber bands. Tony then mixed the dye powders with warm water in separate bowls, poured the dyes into a few squeeze bottles, and applied the colors liberally. The next morning, Tony removed the rubber bands from the shirt and ran cold water over the shirt to remove the excess dye, and then washed it in a washing machine to complete the dying process. The finished product displayed a vibrant swirl of reds, blues, greens, and yellows.

Based on the passage, what did Tony do immediately after removing the rubber bands from the shirt?

A.	Applied the dye using squeeze bottles.
B.	Mixed the dye powders in bowls.
C.	Soaked the shirt in fixer water.
D.	Ran cold water over the shirt.
"
2378," TO37 A3000178 A
A3092378 A
2378.	Amita spent her vacation from work visiting her hometown of De Pere, Wisconsin. On her first day home, Amita dropped by her old high school and ate lunch with her favorite teachers. The next day, Amita met her best friend Rachel for a long hike. Although they now lived over two hundred miles apart, they still maintained a close friendship just like they did when they were younger. Amita spent the following morning at the local gym, getting in a swim before starting her shift as a volunteer at a food kitchen. Amita’s people skills and her ability to remain calm while under pressure served her well during her busy three-hour shift. With only a few days left until she had to be back at her job, Amita spent the night with her grandparents, and on her last day, she took her younger sister to the lake for fun and sun.

Based on the passage, what happened just after Amita swam at the gym?

A.	She volunteered at a food kitchen.
B.	She spent time with her grandparents.
C.	She hiked with her best friend Rachel.
D.	She took her younger sister to the lake.
"
2379," TO37 B3000179 D
B3092379 D
2379.	As one of the leading waste management corporations in North America, our company has much to offer its employees, including competitive pay, a comprehensive benefits package, and many professional development opportunities. In addition, we have recently ventured into several overseas markets, giving our management staff the opportunity to cultivate international business relations and to travel abroad. Together, our team fosters a collaborative working environment that effects measurable change. We understand that you are currently considering multiple employment opportunities, but hope that you will accept our offer and join in our mission to help advance our responsible and effective waste management programs. We greatly appreciate your interest in our company, and look forward to hearing from you soon.

The author of the passage is most likely trying to

A.	defend.
B.	explain.
C.	publicize.
D.	persuade.
"
2380," TO37 B4000180 A
B4092380 A
2380.	Your essay on the history of automobiles lacks adequate supporting details and has an unrefined use of language. You demonstrate enthusiasm but only superficial knowledge of your topic, and you overuse jargon and technical terms. The disconnected writing style needs to be smoothed out with transitions between the cited historical events, so as to create flow and keep the reader engaged as you march through time. You evidently have a great fondness for the combustion engine, but you need to convey your admiration in terms more appropriate for the demographics of our readers, who aren’t familiar with the slang terms you included. Read a variety of historical essays dealing with other topics, and try to adopt a similar “story” approach to your collection of interesting facts.

Which of the following terms best characterizes the tone of the passage?

A.	critical
B.	playful
C.	resentful
D.	skeptical
"
2381," TO37 B4000181 D
B4092381 D
2381.	The following excerpt is from Dracula by Bram Stoker (1897).

As I went through the passage the smell grew closer and heavier. At last I pulled open a heavy door which stood ajar, and found myself in an old, ruined chapel, which had evidently been used as a graveyard. The roof was broken, and in two places were steps leading to vaults, but the ground had recently been dug over, and the earth placed in great wooden boxes…. There was nobody about, and I made search for any further outlet, but there was none. Then I went over every inch of the ground, so as not to lose a chance. I went down even into the vaults, where the dim light struggled, although to do so was a dread to my very soul. Into two of these I went, but saw nothing except fragments of old coffins and piles of dust; in the third, however, I made a discovery.

Which of the following terms best characterizes the mood of the passage?

A.	careful
B.	peaceful
C.	thoughtful
D.	suspenseful 
"
2382," TO37 B4000182 B
B4092382 B
2382.	The following excerpt is from A Tale of Two Cities by Charles Dickens (1859).

There was a steaming mist in all the hollows, and it had roamed in its forlornness up the hill, like an evil spirit, seeking rest and finding none. A clammy and intensely cold mist, it made its slow way through the air in ripples that visibly followed and overspread one another, as the waves of an unwholesome sea might do. It was dense enough to shut out everything from the light of the coach-lamps but these its own workings, and a few yards of road; and the reek of the laboring horses steamed into it, as if they had made it all.

Which of the following terms best characterizes the mood of the passage?

A.	upset
B.	bleak
C.	nervous
D.	appalled
"
2383," TO37 B1000183 C
B1092383 C
2383.	The following excerpt is from Little Women by Louisa May Alcott (1868).

If anyone had been watching her, he would have thought her movements decidedly peculiar, for on alighting, she went off at a great pace till she reached a certain number in a certain busy street. Having found the place with some difficulty, she went into the doorway, looked up the dirty stairs, and after standing stock still a minute, suddenly dived into the street and walked away as rapidly as she came. This maneuver she repeated several times, to the great amusement of a black-eyed young gentleman lounging in the window of a building opposite. On returning for the third time, Jo gave herself a shake, pulled her hat over her eyes, and walked up the stairs, looking as if she were going to have all her teeth out.

Based on the passage, a likely prediction is that Jo is about to

A.	meet the black-eyed gentleman.
B.	arrive at the wrong location.
C.	face something unpleasant.
D.	run back down the stairs.
"
2384," TO37 B4000184 C
B4092384 C
2384.	The following excerpt is from Ethan Frome by Edith Wharton (1911).

Frome’s heart was beating fast. He had been straining for a glimpse of the dark head under the cherry-colored scarf and it vexed him that another eye should have been quicker than his. The leader of the reel, who looked as if he had Irish blood in his veins, danced well, and his partner caught his fire. As she passed down the line, her light figure swinging from hand to hand in circles of increasing swiftness, the scarf flew off her head and stood out behind her shoulders, and Frome, at each turn, caught sight of her laughing panting lips, the cloud of dark hair about her forehead, and the dark eyes which seemed the only fixed points in a maze of flying lines.

How does the author most likely want the reader to feel about the woman in the passage?

A.	worried
B.	surprised
C.	captivated
D.	bewildered
"
2385," TO37 B4000185 A 
B4092385 A
2385.	The following excerpt is from The Secret Garden by Frances Hodgson Burnett (1911).

She looked at the key quite a long time. She turned it over and over, and thought about it. As I have said before, she was not a child who had been trained to ask permission or consult her elders about things. All she thought about the key was that if it was the key to the closed garden, and she could find out where the door was, she could perhaps open it and see what was inside the walls, and what had happened to the old rose-trees. It was because it had been shut up so long that she wanted to see it. It seemed as if it must be different from other places and that something strange must have happened to it during ten years.

How does the author most likely want the reader to feel about the garden?

A.	curious
B.	anxious
C.	nostalgic
D.	protective
"
2386," TO37 B4000186 D
B4092386 D
2386.	The following excerpt is from the short story “An Occurrence at Owl Creek Bridge” in Tales of Soldiers and Civilians by Ambrose Bierce (1891).

By nightfall he was fatigued, footsore, famishing. The thought of his wife and children urged him on. At last he found a road which led him in what he knew to be the right direction. It was as wide and straight as a city street, yet it seemed untraveled. No fields bordered it, no dwelling anywhere. Not so much as the barking of a dog suggested human habitation. The black bodies of the trees formed a straight wall on both sides, terminating on the horizon in a point, like a diagram in a lesson in perspective. Overhead, as he looked up through this rift in the wood, shone great golden stars looking unfamiliar and grouped in strange constellations. He was sure they were arranged in some order which had a secret and malign significance.

Which of the following terms best characterizes the mood of the passage?

A.	peaceful
B.	confident
C.	expectant
D.	apprehensive
"
2387," TO37 B4000187 B
B4092387 B
2387.	The following excerpt is from The Life and Adventures of Robinson Crusoe by Daniel Defoe (1719).

Being the third son of the family and not bred to any trade, my head began to be filled very early with rambling thoughts. My father, who was very ancient, had given me a competent share of learning, as far as house-education and a country free school generally go, and designed me for the law; but I would be satisfied with nothing but going to sea; and my inclination to this led me so strongly against the will, nay, the commands of my father, and against all the entreaties and persuasions of my mother and other friends, that there seemed to be something fatal in that propensity of nature, tending directly to the life of misery which was to befall me.

Which of the following terms best characterizes the tone of the passage?

A.	ironic
B.	ominous
C.	sarcastic
D.	introspective
"
2388," TO37 B5000188 C
B5092388 C
2388.	The following excerpt is from The Fables of Aesop by Joseph Jacobs (1894).

One fine day it occurred to the Members of the Body that they were doing all the work and the Belly was having all the food. So they held a meeting, and after a long discussion, decided to strike work till the Belly consented to take its proper share of the work. So for a day or two, the Hands refused to take the food, the Mouth refused to receive it, and the Teeth had no work to do. But after a day or two the Members began to find that they themselves were not in a very active condition: the Hands could hardly move, and the Mouth was all parched and dry, while the Legs were unable to support the rest. So thus they found that even the Belly in its dull quiet way was doing necessary work for the Body, and that all must work together or the Body will go to pieces.

In the passage, the author mainly employs which of the following literary techniques?

A.	irony 
B.	simile
C.	allegory 
D.	hyperbole
"
2389," TO37 B5000189 A
B5092389 A
2389.	The following excerpt is from Clio by Anatole France (1922).

Along the hillside he came, following a path which skirted the sea. His forehead was bare, deeply furrowed and bound by a fillet of red wool. The sea breeze blew his white locks over his temples and pressed the fleece of a snow-white beard against his chin. His tunic and his feet were the color of the roads which he had trodden for so many years. A roughly made lyre hung at his side. He was known as the Aged One, and also as the Bard. Yet another name was given him by the children to whom he taught poetry and music, and many called him the Blind One, because his eyes, dim with age, were overhung by swollen lids, reddened by the smoke of the hearths beside which he was wont to sit when he sang. But his was no eternal night, and he was said to see things invisible to other men.

In the passage, which of the following literary techniques does the author use to describe the character’s eyes?

A.	metaphor
B.	hyperbole
C.	alliteration
D.	personification
"
2390," TO37 B4000190 A
B4092390 A
2390.	When discussing economics, I tend to get going on a long-winded diatribe if the fatally flawed concept of price floors comes up. As you may know, a price floor is the lowest legal selling price for a commodity. Though governments often set price floors to prevent prices from being too low, with an aim to protect farmers, what I believe most often happens as a result of this policy is that farmers tend to overproduce. My objection to such policies, in general, is that while farmers initially benefit from selling their crops at higher prices, over time the farmers end up selling fewer crops because many consumers are unwilling to pay that price. When this occurs, a surplus of those crops is created, leading to even more problems. I could go on and on, but it’s already quite evident that price floors undermine the market and harm the economy.

Which of the following terms best characterizes the tone of the passage? 

A.	critical
B.	belligerent
C.	patronizing
D.	contemptuous
"
2391," TO37 B4000191 C
B4092391 C
2391.	When I learned that my child’s school requires students to wear uniforms, I was crestfallen. I had always considered uniforms undesirable because I felt they hindered creativity and self-expression. However, much to my amazement, I am now a complete convert. Knowing what my child is going to wear every day of the week provides me with a profound sense of relief. I no longer need to spend time in the morning sorting through outfits or finding coordinating pieces that are clean enough for school. Instead of seeking out unusual clothing or shoes to emphasize individuality, my child, I’ve found, is absorbed in paintings, writing stories, decorating school folders, and a variety of other outlets for making a statement to the world. We have time in the morning to eat breakfast together, take our dog for a walk, or even review homework before leaving for school. Who knew that a free-spirited person like me would actually enjoy dressing my child in a school uniform?

Which of the following terms best characterizes the tone of the passage?

A.	amused
B.	hopeful
C.	surprised
D.	authoritative
"
2392," TO37 B5000192 D
B5092392 D
2392.	The following excerpt is from Adventures of Huckleberry Finn by Mark Twain (1885).

It was my watch below till twelve, but I wouldn't a turned in anyway if I’d had a bed, because a body don’t see such a storm as that every day in the week, not by a long sight. My souls, how the wind did scream along! And every second or two there’d come a glare that lit up the white-caps for a half a mile around, and you’d see the islands looking dusty through the rain, and the trees thrashing around in the wind; then comes a H-WHACK!—bum! bum! bumble-umble-um-bum-bum-bum-bum—and the thunder would go rumbling and grumbling away, and quit—and then RIP comes another flash and another sockdolager.

In the passage, the author employs which of the following literary techniques? 

A.	irony
B.	hyperbole
C.	symbolism
D.	onomatopoeia
"
2393," TO37 B5000193 B
B5092393 B
2393.	The following excerpt is from Bayou Folk by Kate Chopin (1894).

A dozen rods or more from the Red River bank stood the dwelling-house, and nowhere upon the plantation had time touched so sadly as here. The steep, black, moss-covered roof sat like an extinguisher above the eight large rooms that it covered, and had come to do its office so poorly that not more than half of these were habitable when the rain fell. Perhaps the live-oaks made too thick and close a shelter about it. The verandas were long and broad and inviting; but it was well to know that the brick pillar was crumbling away under one corner, that the railing was insecure at another, and that still another had long ago been condemned as unsafe.

In the passage, the author mainly employs which of the following literary techniques?

A.	rhythm
B.	imagery
C.	exaggeration
D.	foreshadowing
"
2394," TO37 B5000194 D
B5092394 D
2394.	The following excerpt is from The Brothers Karamazov by Fyodor Dostoyevsky (1912).

Dmitri Fyodorovitch, a young man of eight and twenty, of medium height and agreeable countenance, looked older than his years. He was muscular, and showed signs of considerable physical strength. Yet there was something not healthy in his face. It was rather thin, his cheeks were hollow, and there was an unhealthy sallowness in their color. His rather large, prominent, dark eyes had an expression of firm determination, and yet there was a vague look in them, too. Even when he was excited and talking irritably, his eyes somehow did not follow his mood, but betrayed something else, sometimes quite incongruous with what was passing. “It's hard to tell what he’s thinking,” those who talked to him sometimes declared.

In the passage, the author mainly employs which of the following literary techniques?

A.	hyperbole
B.	alliteration
C.	euphemism
D.	characterization
"
2395," TO3 B5000195 D
B5092395 D
2395.	The following excerpt is from The Green Mummy by Fergus Hume (1908).

Outwardly the Professor did not appear like the savant he was reported to be. He was small of stature, plump of body, rosy as a little Cupid, and extraordinarily youthful, considering his fifty-odd years of scientific wear and tear. With a smooth, clean-shaven face, plentiful white hair like spun silk, and neat feet and hands, he did not look his age. The dreamy look in his small blue eyes was rather belied by the hardness of his thin-lipped mouth, and by the pugnacious push of his jaw. The eyes and the dome-like forehead hinted that brain without much originality; but the lower part of this contradictory countenance might have belonged to a prize-fighter. Nevertheless, Braddock’s plumpness did away to a considerable extent with his aggressive look.

In the passage, the author’s reference to Cupid is an example of

A.	personification.
B.	euphemism.
C.	parody.
D.	simile.
"
2396," TO37 B5000196 A
B5092396 A
2396.	The following excerpt is from the short story “The Shepherd’s Fairy” by Darley Dale, published in The Girl’s Own Paper (1886).

Very many years ago, in a valley a few miles from the coast, there stood a French château, beautifully situated in a handsome park near the Norman village of Carolles. The rich woodland scenery, the green pastures with their large wild fences now laden with wild roses; the shady lanes, whose banks will soon be covered with the long, bright green fronds of the hartstongue, and the delicate drooping trichomanes; the fine timber, and the picturesque farmhouses with their thatched roofs nestling in the valleys—all tend to give a home-like English air to the scenery of Normandy.

In the passage, the author mainly employs which of the following literary techniques?

A.	imagery
B.	hyperbole
C.	onomatopoeia
D.	characterization
"
2397," TO37 B5000197 C
B5092397 C
2397.	The following excerpt is from Color in the Flower Garden by Gertrude Jekyll (1908).

It is just in the way it is done that lies the whole difference between commonplace gardening and gardening that may rightly claim to rank as a fine art. Given the same space of ground and the same material, they may either be fashioned into a dream of beauty, a place of perfect rest and refreshment of mind and body—a series of soul-satisfying pictures—a treasure of well-set jewels; or they may be so misused that everything is jarring and displeasing. To learn how to perceive the difference and how to do right is to apprehend gardening as a fine art. In practice it is to place every plant or group of plants with such thoughtful care and definite intention that they shall form a part of a harmonious whole, and that successive portions, or in some cases even single details, shall show a series of pictures.

In the passage, the author mainly employs which of the following literary techniques?

A.	simile
B.	allusion
C.	metaphor
D.	hyperbole
"
